9800
328078
0    51    15
1    79    20
2    71    3
3    100    1
4    9    10
5    5    8
6    54    3
7    74    4
8    44    9
9    54    20
10    15    6
11    20    13
12    85    19
13    76    15
14    23    8
15    67    20
16    28    7
17    84    17
18    74    18
19    94    17
20    76    11
21    79    1
22    91    14
23    37    15
24    3    20
25    17    13
26    98    1
27    47    5
28    16    17
29    61    5
30    59    2
31    37    5
32    6    13
33    37    11
34    53    5
35    52    9
36    50    20
37    29    6
38    12    13
39    20    2
40    53    7
41    94    20
42    24    14
43    61    14
44    70    1
45    24    18
46    88    18
47    54    3
48    92    15
49    49    19
50    79    3
51    50    16
52    58    12
53    17    19
54    50    18
55    18    6
56    25    19
57    57    9
58    70    8
59    15    5
60    18    1
61    57    13
62    13    2
63    95    16
64    19    1
65    97    10
66    54    10
67    61    9
68    55    3
69    41    20
70    6    10
71    89    1
72    79    15
73    6    12
74    77    6
75    42    1
76    2    2
77    25    17
78    30    4
79    42    19
80    10    13
81    51    16
82    7    11
83    90    16
84    56    9
85    23    1
86    87    16
87    16    2
88    93    3
89    68    17
90    68    8
91    66    7
92    49    6
93    37    18
94    15    4
95    40    9
96    92    4
97    93    4
98    13    2
99    19    6
100    44    11
101    71    16
102    71    14
103    3    13
104    1    10
105    94    13
106    73    7
107    41    2
108    12    17
109    53    8
110    88    6
111    67    4
112    81    20
113    66    20
114    22    10
115    47    18
116    40    10
117    41    2
118    88    18
119    46    18
120    37    19
121    24    2
122    32    18
123    33    5
124    43    17
125    55    18
126    100    17
127    73    8
128    80    12
129    90    3
130    53    17
131    52    14
132    8    5
133    89    18
134    61    11
135    7    15
136    44    20
137    8    7
138    29    2
139    17    9
140    60    14
141    93    15
142    67    15
143    92    19
144    83    18
145    31    11
146    2    6
147    4    8
148    18    4
149    6    4
150    67    3
151    76    6
152    83    13
153    70    10
154    45    13
155    74    10
156    62    7
157    80    20
158    21    7
159    37    7
160    86    16
161    26    1
162    51    4
163    46    4
164    48    19
165    34    11
166    91    10
167    38    8
168    50    14
169    87    17
170    30    14
171    77    14
172    19    19
173    44    10
174    58    7
175    59    3
176    25    10
177    98    17
178    82    1
179    63    13
180    92    13
181    32    14
182    47    6
183    63    6
184    87    8
185    51    2
186    92    1
187    29    1
188    58    19
189    56    11
190    52    2
191    83    11
192    8    4
193    80    9
194    43    20
195    28    9
196    16    8
197    40    14
198    70    18
199    87    19
200    20    3
201    56    13
202    29    12
203    1    20
204    54    6
205    81    4
206    27    2
207    78    15
208    93    13
209    19    14
210    95    16
211    42    4
212    14    11
213    31    20
214    95    16
215    15    4
216    87    13
217    37    9
218    67    1
219    54    3
220    6    18
221    96    18
222    46    8
223    25    15
224    28    10
225    50    9
226    12    5
227    44    14
228    1    4
229    24    19
230    66    4
231    20    7
232    50    10
233    22    2
234    31    15
235    81    3
236    100    12
237    88    17
238    13    13
239    94    3
240    4    16
241    12    5
242    29    10
243    87    13
244    33    7
245    77    13
246    41    6
247    34    11
248    16    3
249    27    10
250    98    14
251    40    17
252    42    12
253    17    20
254    61    20
255    5    1
256    75    14
257    33    6
258    54    9
259    14    10
260    18    8
261    66    17
262    68    11
263    63    5
264    61    4
265    58    7
266    21    19
267    100    17
268    91    9
269    40    10
270    57    11
271    45    20
272    24    7
273    24    19
274    56    7
275    92    19
276    64    3
277    12    10
278    28    4
279    11    18
280    71    8
281    9    5
282    4    11
283    54    11
284    95    9
285    10    10
286    10    20
287    65    17
288    9    3
289    72    16
290    66    8
291    35    6
292    90    5
293    17    13
294    57    5
295    83    6
296    53    10
297    49    16
298    80    4
299    68    4
300    90    7
301    25    14
302    56    19
303    25    7
304    40    3
305    78    17
306    12    16
307    79    3
308    38    11
309    47    19
310    4    18
311    7    1
312    27    7
313    78    8
314    71    5
315    3    15
316    90    14
317    16    5
318    85    2
319    52    9
320    49    5
321    86    10
322    79    5
323    51    16
324    4    16
325    93    3
326    40    6
327    23    5
328    82    15
329    27    6
330    55    9
331    76    7
332    78    16
333    3    7
334    39    14
335    11    2
336    59    8
337    80    6
338    98    9
339    84    20
340    19    10
341    19    13
342    33    14
343    89    11
344    38    18
345    26    3
346    39    7
347    86    8
348    37    20
349    65    5
350    53    3
351    16    9
352    51    7
353    82    12
354    6    11
355    61    3
356    35    6
357    8    7
358    41    17
359    23    8
360    66    15
361    78    2
362    99    4
363    58    17
364    3    4
365    9    15
366    2    15
367    100    15
368    61    11
369    62    16
370    13    5
371    31    11
372    87    18
373    71    5
374    17    10
375    43    3
376    12    8
377    15    5
378    63    2
379    5    1
380    83    6
381    68    14
382    17    20
383    13    8
384    15    11
385    66    11
386    37    8
387    8    2
388    23    6
389    9    10
390    63    13
391    70    12
392    24    11
393    26    10
394    4    6
395    53    1
396    9    10
397    12    9
398    15    3
399    1    2
400    61    7
401    49    6
402    56    17
403    13    19
404    77    11
405    47    7
406    73    9
407    38    8
408    93    6
409    1    15
410    96    2
411    8    11
412    94    6
413    94    1
414    52    13
415    12    15
416    10    19
417    88    12
418    93    18
419    24    10
420    2    15
421    60    2
422    74    2
423    44    18
424    44    19
425    25    20
426    35    13
427    30    20
428    37    12
429    88    18
430    10    5
431    88    11
432    54    6
433    60    1
434    18    12
435    78    12
436    69    16
437    39    3
438    58    4
439    20    16
440    48    8
441    85    6
442    62    2
443    78    20
444    65    4
445    5    3
446    2    16
447    48    8
448    77    8
449    49    8
450    47    12
451    18    20
452    37    13
453    8    14
454    11    3
455    55    18
456    49    3
457    32    16
458    62    19
459    54    18
460    77    15
461    43    8
462    87    20
463    13    6
464    65    12
465    88    10
466    86    20
467    52    8
468    61    6
469    44    2
470    6    14
471    3    15
472    23    6
473    76    18
474    84    4
475    28    19
476    59    5
477    39    2
478    43    2
479    59    17
480    25    20
481    13    9
482    63    20
483    86    1
484    34    16
485    10    18
486    46    10
487    99    3
488    41    15
489    8    2
490    91    3
491    100    9
492    16    19
493    86    18
494    20    10
495    100    10
496    56    15
497    81    13
498    29    12
499    14    7
500    80    19
501    2    20
502    63    1
503    63    5
504    96    3
505    100    19
506    7    14
507    41    4
508    36    15
509    86    12
510    58    11
511    27    6
512    66    19
513    45    20
514    48    8
515    97    1
516    1    13
517    99    5
518    27    2
519    63    5
520    48    20
521    61    11
522    41    15
523    48    8
524    21    7
525    4    15
526    5    4
527    66    7
528    72    11
529    26    9
530    97    11
531    87    14
532    40    13
533    72    8
534    37    17
535    65    3
536    95    5
537    46    10
538    91    16
539    96    17
540    75    19
541    98    14
542    100    1
543    57    15
544    71    14
545    24    18
546    84    13
547    49    16
548    11    5
549    54    16
550    45    1
551    93    19
552    31    14
553    80    5
554    2    1
555    84    9
556    15    12
557    86    11
558    74    19
559    7    1
560    63    10
561    32    1
562    39    18
563    74    14
564    53    3
565    59    3
566    56    1
567    81    8
568    58    3
569    75    6
570    68    5
571    51    14
572    48    3
573    59    14
574    82    3
575    31    1
576    88    3
577    99    3
578    12    19
579    64    20
580    8    12
581    27    12
582    31    9
583    75    20
584    29    12
585    96    8
586    84    9
587    83    20
588    100    14
589    26    12
590    72    17
591    100    3
592    81    3
593    59    19
594    89    5
595    28    9
596    3    1
597    75    19
598    50    1
599    68    16
600    59    1
601    55    15
602    62    11
603    26    13
604    51    20
605    6    10
606    39    1
607    20    13
608    14    14
609    87    6
610    30    8
611    52    15
612    22    3
613    45    13
614    33    19
615    68    14
616    73    9
617    94    2
618    14    18
619    74    15
620    71    6
621    70    8
622    84    1
623    5    15
624    3    1
625    82    19
626    100    18
627    77    10
628    35    9
629    49    15
630    19    1
631    81    20
632    40    3
633    53    3
634    95    13
635    89    2
636    32    5
637    57    6
638    72    4
639    70    18
640    34    13
641    72    19
642    43    5
643    56    14
644    30    12
645    69    15
646    74    17
647    66    13
648    80    19
649    49    18
650    91    4
651    33    20
652    18    7
653    94    20
654    81    20
655    92    5
656    41    16
657    15    20
658    60    1
659    41    14
660    43    1
661    9    5
662    51    11
663    35    19
664    70    19
665    19    6
666    28    1
667    21    11
668    19    11
669    97    2
670    37    1
671    14    7
672    81    17
673    8    5
674    49    20
675    36    17
676    100    20
677    71    14
678    5    11
679    31    9
680    16    18
681    36    8
682    22    15
683    99    14
684    75    6
685    30    17
686    69    20
687    2    13
688    74    5
689    86    5
690    93    12
691    89    8
692    21    1
693    42    6
694    73    8
695    76    2
696    17    13
697    28    12
698    38    17
699    4    19
700    46    12
701    88    8
702    34    14
703    25    12
704    32    13
705    46    17
706    49    11
707    59    10
708    20    4
709    63    2
710    80    18
711    96    9
712    69    8
713    61    3
714    78    19
715    93    20
716    94    5
717    47    2
718    91    20
719    42    3
720    57    7
721    23    7
722    91    13
723    6    13
724    36    1
725    37    11
726    66    20
727    91    5
728    69    8
729    25    10
730    19    1
731    90    2
732    78    15
733    50    2
734    84    16
735    17    7
736    44    17
737    73    15
738    42    19
739    24    2
740    56    12
741    8    19
742    91    16
743    64    3
744    17    14
745    66    18
746    59    11
747    67    11
748    97    8
749    89    5
750    45    20
751    11    17
752    65    16
753    60    4
754    1    19
755    91    13
756    61    11
757    2    1
758    7    17
759    63    5
760    94    8
761    1    1
762    19    16
763    12    8
764    54    16
765    77    2
766    11    9
767    71    19
768    42    20
769    67    15
770    73    1
771    28    6
772    21    7
773    3    8
774    73    7
775    59    1
776    18    4
777    64    15
778    6    3
779    23    4
780    34    8
781    44    4
782    53    15
783    47    10
784    82    6
785    60    11
786    67    11
787    31    6
788    76    18
789    24    20
790    68    14
791    62    3
792    91    5
793    86    14
794    15    13
795    49    18
796    14    15
797    52    10
798    30    19
799    19    5
800    97    7
801    8    9
802    29    9
803    31    4
804    74    10
805    88    11
806    76    20
807    31    2
808    31    8
809    33    18
810    3    6
811    18    13
812    1    12
813    66    4
814    5    13
815    62    7
816    85    1
817    100    11
818    52    11
819    78    5
820    91    16
821    9    13
822    50    1
823    34    1
824    9    2
825    97    2
826    63    17
827    71    18
828    75    15
829    83    19
830    11    1
831    75    13
832    4    19
833    40    13
834    42    1
835    9    17
836    7    13
837    83    14
838    16    10
839    77    20
840    55    3
841    84    15
842    23    3
843    51    14
844    98    2
845    78    15
846    17    19
847    50    2
848    43    6
849    55    16
850    10    6
851    10    17
852    93    10
853    44    2
854    60    13
855    76    16
856    94    5
857    70    4
858    40    2
859    45    13
860    65    11
861    46    9
862    9    1
863    86    6
864    98    13
865    69    3
866    78    20
867    68    15
868    94    2
869    74    13
870    5    13
871    58    6
872    50    1
873    89    13
874    12    16
875    7    4
876    83    16
877    59    19
878    34    2
879    26    16
880    9    18
881    57    10
882    61    3
883    75    7
884    43    12
885    82    10
886    28    1
887    31    11
888    68    10
889    65    9
890    68    5
891    37    5
892    19    5
893    26    3
894    24    12
895    80    1
896    20    3
897    86    1
898    55    17
899    32    7
900    10    6
901    21    13
902    97    19
903    27    2
904    80    9
905    77    2
906    19    16
907    78    17
908    85    3
909    11    5
910    93    12
911    50    19
912    18    17
913    51    9
914    56    11
915    3    8
916    69    6
917    88    8
918    11    3
919    15    13
920    12    19
921    10    19
922    22    6
923    77    17
924    48    19
925    71    12
926    6    19
927    55    20
928    100    2
929    81    13
930    48    1
931    90    6
932    29    20
933    78    6
934    91    15
935    18    2
936    2    10
937    95    18
938    15    13
939    92    8
940    33    17
941    53    8
942    35    15
943    59    9
944    52    13
945    53    10
946    14    14
947    34    6
948    62    11
949    63    13
950    28    19
951    61    7
952    30    18
953    13    14
954    23    13
955    48    12
956    90    16
957    79    8
958    79    20
959    41    19
960    69    10
961    58    18
962    50    6
963    2    12
964    17    7
965    86    18
966    66    11
967    47    11
968    50    10
969    19    16
970    48    4
971    62    12
972    94    12
973    68    8
974    99    2
975    63    13
976    94    13
977    62    10
978    2    2
979    82    15
980    39    7
981    60    11
982    63    11
983    47    4
984    41    17
985    32    12
986    75    6
987    71    13
988    97    10
989    34    4
990    42    9
991    83    1
992    91    5
993    38    12
994    17    15
995    84    1
996    44    3
997    83    6
998    70    19
999    54    1
1000    26    3
1001    98    19
1002    79    17
1003    37    15
1004    97    13
1005    31    17
1006    92    9
1007    25    15
1008    16    9
1009    17    20
1010    9    19
1011    98    13
1012    2    10
1013    55    4
1014    39    18
1015    81    5
1016    81    10
1017    15    11
1018    23    9
1019    63    4
1020    66    10
1021    54    2
1022    8    10
1023    63    12
1024    82    9
1025    23    17
1026    38    10
1027    49    12
1028    89    15
1029    86    16
1030    86    2
1031    76    18
1032    44    12
1033    88    7
1034    3    2
1035    55    4
1036    90    15
1037    88    11
1038    72    1
1039    99    3
1040    57    15
1041    78    17
1042    39    4
1043    78    11
1044    96    7
1045    20    11
1046    46    13
1047    45    19
1048    50    10
1049    42    1
1050    50    16
1051    56    3
1052    80    13
1053    38    4
1054    95    10
1055    59    15
1056    31    17
1057    62    9
1058    24    14
1059    44    17
1060    28    7
1061    59    20
1062    63    15
1063    6    13
1064    83    17
1065    72    20
1066    44    3
1067    38    20
1068    66    14
1069    89    14
1070    96    20
1071    73    8
1072    38    11
1073    47    13
1074    9    4
1075    85    7
1076    45    11
1077    43    2
1078    55    9
1079    66    4
1080    28    6
1081    34    18
1082    39    14
1083    48    17
1084    40    11
1085    64    2
1086    53    19
1087    77    8
1088    36    6
1089    60    10
1090    64    2
1091    27    16
1092    43    4
1093    85    5
1094    74    18
1095    21    7
1096    96    3
1097    68    11
1098    79    18
1099    20    18
1100    36    14
1101    18    11
1102    76    13
1103    3    2
1104    88    1
1105    19    18
1106    8    1
1107    92    1
1108    97    19
1109    95    2
1110    10    11
1111    52    14
1112    15    12
1113    63    6
1114    15    18
1115    66    18
1116    58    4
1117    66    8
1118    99    20
1119    30    19
1120    33    10
1121    61    11
1122    78    16
1123    25    20
1124    27    17
1125    43    18
1126    80    1
1127    88    1
1128    46    3
1129    4    1
1130    57    11
1131    50    16
1132    72    16
1133    58    5
1134    19    11
1135    57    2
1136    22    17
1137    29    18
1138    30    1
1139    26    12
1140    86    6
1141    21    12
1142    64    10
1143    62    14
1144    16    18
1145    88    4
1146    98    19
1147    32    19
1148    58    6
1149    41    7
1150    38    18
1151    80    17
1152    50    18
1153    53    7
1154    21    6
1155    51    2
1156    8    13
1157    48    14
1158    6    15
1159    57    15
1160    76    9
1161    100    14
1162    49    11
1163    71    5
1164    71    16
1165    68    2
1166    67    16
1167    12    3
1168    27    6
1169    22    10
1170    9    5
1171    66    7
1172    37    13
1173    86    12
1174    83    15
1175    59    9
1176    53    16
1177    78    14
1178    36    3
1179    31    9
1180    62    16
1181    56    7
1182    84    10
1183    38    14
1184    33    11
1185    21    19
1186    11    11
1187    40    12
1188    36    5
1189    82    10
1190    43    10
1191    99    15
1192    10    3
1193    64    10
1194    99    9
1195    51    4
1196    7    3
1197    3    6
1198    1    12
1199    58    14
1200    21    11
1201    63    2
1202    95    11
1203    76    8
1204    1    19
1205    31    9
1206    45    7
1207    58    18
1208    14    8
1209    20    11
1210    63    6
1211    28    11
1212    14    10
1213    36    7
1214    98    8
1215    19    4
1216    90    6
1217    77    4
1218    46    11
1219    89    14
1220    76    2
1221    85    6
1222    84    2
1223    40    13
1224    44    15
1225    18    2
1226    87    13
1227    20    14
1228    31    1
1229    15    17
1230    23    5
1231    69    14
1232    31    13
1233    22    16
1234    85    8
1235    50    11
1236    29    19
1237    42    11
1238    57    17
1239    20    5
1240    46    12
1241    92    18
1242    39    16
1243    17    14
1244    36    11
1245    46    8
1246    73    8
1247    12    5
1248    92    19
1249    39    11
1250    65    5
1251    34    12
1252    12    8
1253    54    1
1254    92    9
1255    96    9
1256    49    14
1257    51    18
1258    97    8
1259    2    12
1260    72    2
1261    48    14
1262    36    17
1263    1    19
1264    90    4
1265    37    17
1266    98    14
1267    24    15
1268    26    4
1269    92    7
1270    95    17
1271    50    14
1272    13    15
1273    100    19
1274    4    19
1275    75    12
1276    72    17
1277    45    6
1278    59    19
1279    1    3
1280    13    14
1281    63    9
1282    49    17
1283    69    13
1284    74    14
1285    63    8
1286    98    9
1287    60    10
1288    73    15
1289    90    20
1290    45    16
1291    22    6
1292    20    15
1293    21    20
1294    79    8
1295    54    1
1296    76    4
1297    38    14
1298    45    10
1299    71    18
1300    83    8
1301    19    11
1302    22    19
1303    30    14
1304    47    6
1305    16    8
1306    19    20
1307    51    20
1308    79    11
1309    9    11
1310    20    10
1311    41    8
1312    17    4
1313    96    7
1314    31    7
1315    36    19
1316    13    12
1317    44    6
1318    100    16
1319    80    12
1320    96    14
1321    89    13
1322    83    5
1323    52    12
1324    5    11
1325    26    13
1326    14    7
1327    76    9
1328    74    3
1329    69    17
1330    52    5
1331    12    13
1332    96    18
1333    52    18
1334    32    8
1335    1    9
1336    43    13
1337    17    19
1338    6    11
1339    14    5
1340    22    14
1341    71    8
1342    15    6
1343    74    4
1344    79    20
1345    27    10
1346    23    14
1347    13    15
1348    12    6
1349    93    20
1350    60    17
1351    84    20
1352    40    17
1353    30    5
1354    60    7
1355    97    12
1356    22    20
1357    21    16
1358    25    3
1359    40    13
1360    27    13
1361    91    6
1362    67    13
1363    55    20
1364    95    9
1365    91    10
1366    57    20
1367    80    10
1368    46    4
1369    42    2
1370    62    17
1371    54    18
1372    58    12
1373    97    3
1374    89    19
1375    25    9
1376    90    4
1377    57    14
1378    49    13
1379    34    5
1380    47    10
1381    49    20
1382    31    3
1383    26    8
1384    58    1
1385    91    12
1386    99    17
1387    9    19
1388    91    14
1389    10    6
1390    74    20
1391    75    14
1392    37    9
1393    41    11
1394    25    16
1395    12    5
1396    17    13
1397    27    1
1398    26    11
1399    48    3
1400    37    20
1401    31    3
1402    66    9
1403    3    12
1404    92    16
1405    2    18
1406    81    16
1407    8    11
1408    22    15
1409    99    8
1410    38    16
1411    32    15
1412    88    7
1413    68    8
1414    52    5
1415    77    19
1416    50    1
1417    42    1
1418    70    8
1419    89    7
1420    88    5
1421    56    16
1422    39    13
1423    15    6
1424    59    20
1425    61    4
1426    77    3
1427    93    13
1428    40    13
1429    23    6
1430    93    10
1431    30    1
1432    32    1
1433    75    3
1434    42    10
1435    46    5
1436    4    18
1437    26    4
1438    62    9
1439    9    18
1440    97    6
1441    16    2
1442    8    9
1443    57    20
1444    42    3
1445    46    18
1446    33    12
1447    10    3
1448    96    16
1449    44    15
1450    69    9
1451    35    1
1452    38    15
1453    75    9
1454    74    7
1455    87    7
1456    99    18
1457    13    6
1458    53    9
1459    49    8
1460    82    6
1461    69    17
1462    53    18
1463    48    10
1464    100    3
1465    2    13
1466    60    20
1467    29    3
1468    58    7
1469    10    12
1470    12    6
1471    77    2
1472    29    15
1473    36    19
1474    42    17
1475    70    2
1476    35    4
1477    69    17
1478    58    3
1479    93    9
1480    58    11
1481    63    9
1482    1    20
1483    70    15
1484    73    15
1485    21    19
1486    31    18
1487    86    17
1488    50    3
1489    89    11
1490    47    9
1491    27    2
1492    87    2
1493    2    8
1494    45    11
1495    71    1
1496    45    3
1497    23    4
1498    68    19
1499    7    19
1500    3    9
1501    65    5
1502    74    4
1503    55    10
1504    48    19
1505    80    4
1506    38    8
1507    12    12
1508    62    15
1509    18    9
1510    16    7
1511    38    3
1512    21    13
1513    41    8
1514    12    5
1515    89    18
1516    44    5
1517    30    8
1518    85    8
1519    28    15
1520    97    5
1521    19    14
1522    30    17
1523    50    5
1524    73    16
1525    12    2
1526    55    18
1527    11    20
1528    52    17
1529    22    9
1530    74    1
1531    7    6
1532    3    12
1533    85    3
1534    88    13
1535    37    12
1536    22    11
1537    55    17
1538    68    16
1539    87    18
1540    41    12
1541    89    5
1542    97    10
1543    86    7
1544    65    11
1545    49    5
1546    84    7
1547    66    2
1548    81    10
1549    60    20
1550    32    7
1551    44    13
1552    41    16
1553    15    15
1554    90    7
1555    2    13
1556    83    13
1557    34    3
1558    65    16
1559    69    15
1560    86    17
1561    36    2
1562    35    14
1563    60    6
1564    89    1
1565    90    18
1566    46    12
1567    94    16
1568    61    18
1569    52    6
1570    2    7
1571    66    6
1572    18    7
1573    75    15
1574    58    20
1575    71    1
1576    79    12
1577    82    6
1578    94    2
1579    21    6
1580    13    3
1581    83    14
1582    33    15
1583    70    16
1584    81    9
1585    22    7
1586    65    8
1587    88    20
1588    40    6
1589    9    1
1590    62    16
1591    6    10
1592    77    11
1593    73    12
1594    66    11
1595    39    1
1596    34    20
1597    4    4
1598    31    4
1599    31    6
1600    72    19
1601    65    17
1602    17    14
1603    81    13
1604    56    13
1605    61    19
1606    9    14
1607    3    4
1608    94    19
1609    69    11
1610    65    15
1611    17    16
1612    5    16
1613    73    18
1614    84    9
1615    97    9
1616    3    3
1617    19    12
1618    72    6
1619    85    18
1620    85    8
1621    27    2
1622    43    13
1623    78    18
1624    1    3
1625    69    18
1626    22    16
1627    38    11
1628    43    4
1629    39    13
1630    51    2
1631    50    8
1632    83    20
1633    17    5
1634    64    5
1635    95    2
1636    88    18
1637    90    20
1638    19    6
1639    44    4
1640    64    17
1641    60    1
1642    5    19
1643    49    19
1644    74    6
1645    93    15
1646    94    2
1647    53    4
1648    17    4
1649    40    8
1650    17    12
1651    93    13
1652    62    11
1653    100    2
1654    50    10
1655    21    18
1656    90    3
1657    7    17
1658    12    14
